# SentiWordNet users' feedback
# Release: 13 May 2013
# More information and contact: http://sentiwordnet.isti.cnr.it/
# License: http://creativecommons.org/licenses/by-sa/4.0/
#
# count	synsetId	synsetPOS	swnPositivity	swnNegativity	feedbackPositivity	feedbackNegativity	date	IPanon	IPcountry	list(word#sense)
2064	8027518	n	0	0	0	0	2012-11-28	IP742	PK	malaysian_mujahidin_group#1 malaysia_militant_group#1 ji#1 jemaah_islamiyah#1 islamic_group#1 islamic_community#1
2065	14271667	n	0	0	0	0	2012-11-28	IP742	PK	rabies#1 madness#2 lyssa#1 hydrophobia#3
2066	212173	a	0	0.25	0	0.25	2012-11-28	IP742	PK	hirsute#1 hairy#1 haired#1
2067	10256537	n	0	0.625	0	0.5	2012-11-28	IP742	PK	prevaricator#1 liar#1
2068	1476829	n	0	0	0.25	0	2012-11-28	IP742	PK	order_cyclostomata#1 cyclostomata#1
2069	8851034	n	0	0	0.875	0.125	2012-11-28	IP742	PK	city_of_bridges#1 bruges#1
2070	9770472	n	0	0	0.75	0.125	2012-11-28	IP742	PK	executive#3 administrator#3
2071	3009477	n	0	0	0	0	2012-11-28	IP742	PK	charlestown_navy_yard#1
2072	5424504	n	0	0	0.125	0	2012-11-28	IP742	PK	venae_labiales_posteriores#1 posterior_labial_veins#1
2073	10693646	n	0	0	0.625	0.125	2012-11-28	IP742	PK	taximan#1 taxidriver#1 livery_driver#1 hack_driver#1 hack-driver#1 cabman#1 cabdriver#1 cabby#1
2074	3993053	n	0	0	0.375	0	2012-11-28	IP742	PK	potty_seat#1 potty_chair#1
2075	13788369	n	0	0	0.625	0.125	2012-11-28	IP742	PK	cotangent#1 cotan#1
2076	12776391	n	0	0	0	0	2012-11-28	IP743	ES	symplocus#1 genus_symplocus#1
2077	2729414	v	0	0	0	0	2012-11-29	IP744	IT	leave#3
2078	391058	r	0	0	0	0	2012-11-29	IP744	IT	light-handedly#1
2079	12218868	n	0	0	0	0	2012-11-29	IP744	IT	pincushion_hakea#1 hakea_laurina#1 cushion_flower#1
2080	12441183	n	0	0	0.125	0	2012-11-29	IP744	IT	edible_asparagus#1 asparagus_officinales#1 asparagus#1
2081	1539022	a	0.375	0	0	0.125	2012-11-29	IP744	IT	indecent#3
2082	258549	r	0	0	0	0	2012-11-29	IP744	IT	inwards#2 inward#1
2083	123485	a	0	0	0	0	2012-11-29	IP744	IT	ulterior#3 posterior#2 later#1
2084	295172	n	0	0	0	0	2012-11-29	IP744	IT	lap#5 circuit#7 circle#4
2085	2680814	v	0	0	0.25	0.625	2012-11-30	IP745	xx	stop#2 quit#1 lay_off#1 give_up#4 discontinue#1 cease#1
2086	3005147	n	0	0	0	0	2012-11-30	IP745	xx	chancery#2
2087	4113194	n	0	0	0	0	2012-11-30	IP745	xx	toothed_wheel#1 roulette#2
2088	5215921	n	0	0	0	0	2012-11-30	IP745	xx	memorability#1
2089	2337902	n	0	0	0	0	2012-11-30	IP745	xx	grasshopper_mouse#1
2090	12543455	n	0	0	0	0	2012-11-30	IP745	xx	lespedeza_striata#1 japanese_clover#1 japan_clover#1 jap_clover#1
2091	1456756	n	0	0	0	0	2012-11-30	IP745	xx	seahorse#2 sea_horse#2
2092	10807487	n	0	0	0	0	2012-11-30	IP745	xx	ibrahim#1 abraham#1
2093	1453087	n	0	0	0	0	2012-11-30	IP745	xx	zeus_faber#1 john_dory#1
2094	8398773	n	0	0	0	0	2012-11-30	IP745	xx	variety#1 smorgasbord#1 salmagundi#1 potpourri#1 motley#1 mixture#3 mixed_bag#1 miscellany#1 miscellanea#1 assortment#1
2095	9994943	n	0	0.375	0	0.375	2012-11-30	IP745	xx	departed#1 decedent#1 deceased_person#1 deceased#1 dead_soul#1 dead_person#1
2096	1125429	a	0	0.625	0	1	2012-11-30	IP746	xx	bad#1
2097	10890637	n	0	0	0	0	2012-12-01	IP747	DK	sir_charles_spencer_chaplin#1 charlie_chaplin#1 chaplin#1
2098	10887420	n	0	0	0.25	0.125	2012-12-02	IP748	xx	catherine_the_great#1 catherine_ii#1 catherine#2
2099	898289	a	0.125	0.5	0.125	0.5	2012-12-05	IP430	xx	ineradicable#1
2100	12373739	n	0	0	0.75	0	2012-12-06	IP749	CN	souari_tree#1 souari_nut#1 souari#1 caryocar_nuciferum#1
2101	8676622	n	0	0	0.125	0.125	2012-12-06	IP750	IN	vacant_lot#1 building_site#1
2102	8676622	n	0	0	0.125	0.125	2012-12-06	IP750	IN	vacant_lot#1 building_site#1
2103	4636610	n	0	0.25	0	0.5	2012-12-07	IP751	xx	spiritlessness#1 numbness#2 indifference#3 apathy#2
2104	397545	n	0	0	0	0	2012-12-07	IP751	xx	bowdlerism#1
2105	14660314	n	0	0	0	0	2012-12-07	IP751	xx	uut#1 ununtrium#1 element_113#1 atomic_number_113#1
2106	6403107	n	0	0	0	0	2012-12-07	IP751	xx	touch_typing#1 touch_system#1
2107	1119250	n	0	0	0	0	2012-12-07	IP751	xx	yard_sale#1 garage_sale#1
2108	5504532	n	0	0	0	0	2012-12-07	IP751	xx	autonomic_nervous_system#1 ans#1
2109	2479634	n	0	0	0	0	2012-12-07	IP751	xx	algeripithecus_minutus#1
2110	10368414	n	0	0	0	0	2012-12-07	IP752	TW	whacko#1 wacko#1 nutter#1
2111	9328148	n	0	0	0	0	2012-12-07	IP753	MY	kura_river#1 kura#1
2112	531628	a	0	0.375	0.5	0.125	2012-12-07	IP753	MY	embarrassed#1 chagrined#1 abashed#1
2113	1794969	v	0	0.5	0	0.5	2012-12-07	IP754	IT	anguish#1
2114	14177423	n	0	0	0.625	0.25	2012-12-07	IP755	IN	viral_hemorrhagic_fever#1 viral_haemorrhagic_fever#1 vhf#1 hemorrhagic_fever#1 haemorrhagic_fever#1
2115	2955247	n	0	0	0	0	2012-12-08	IP756	GR	electrical_condenser#1 condenser#1 capacitor#1 capacitance#2
2116	609564	a	0	0.5	0	0.375	2012-12-08	IP756	GR	way-out#1 quirky#1 offbeat#1 kinky#3 far-out#1
2117	860136	v	0.25	0	0.375	0	2012-12-08	IP756	GR	lighten_up#2 lighten#3 buoy_up#1
2118	8900047	n	0	0	0	0	2012-12-08	IP756	GR	saqqarah#1 saqqara#1 sakkara#1
2119	13870805	n	0	0	0.25	0.375	2012-12-08	IP757	xx	link#4 connexion#1 connection#6
2120	1290711	n	0	0	0	0	2012-12-08	IP757	xx	pharsalus#1 battle_of_pharsalus#1
2121	12319204	n	0	0	0	0	2012-12-09	IP758	xx	juglans_nigra#1 black_walnut_tree#1 black_walnut#1 black_hickory#3
2122	1796452	a	0.375	0.375	0.375	0.375	2012-12-10	IP759	DE	fantastic#5
2123	8619795	n	0	0	0.25	0	2012-12-11	IP760	IT	plaza#1 place#14 piazza#1
2124	12222900	n	0	0	0	0	2012-12-11	IP760	IT	wheel_tree#1 stenocarpus_sinuatus#1 firewheel_tree#1
2125	9645871	n	0	0	0	0	2012-12-11	IP761	xx	abnaki#1 abenaki#1
2126	552458	v	0	0	0.25	0	2012-12-11	IP761	xx	uniformize#1 uniformise#1
2127	10902934	n	0	0	0	0	2012-12-11	IP761	xx	robert_clive#1 clive#1 baron_clive_of_plassey#1 baron_clive#1
2128	4510706	n	0	0	0	0	2012-12-12	IP762	RO	universal_joint#1 universal#4
2129	8592352	n	0	0	0	0	2012-12-12	IP762	RO	leeward#2 lee_side#1 lee#8
2130	384207	r	0	0	0.5	0	2012-12-12	IP763	IN	jokingly#1 jestingly#1
2131	477639	n	0	0	0	0	2012-12-12	IP764	TW	polo#2
2132	2246903	a	0.125	0	0	0	2012-12-12	IP765	TW	toothed#3 notched#2 jaggy#1 jagged#2 erose#1
2133	10394786	n	0	0	0	0	2012-12-12	IP765	TW	paleontologist#1 palaeontologist#1 fossilist#1
2134	1082038	a	0.375	0	0.375	0	2012-12-12	IP766	TR	oval-fruited#1
2135	2788462	n	0	0	0	0	2012-12-14	IP767	IN	banyan#2 banian#2
2136	2264657	a	0	0	0	0	2012-12-14	IP768	TR	fistulous#2 fistulate#1 fistular#1
2137	11993444	n	0	0	0	0	2012-12-17	IP769	CL	sticky_aster#1 machaeranthera_bigelovii#1
2138	5927813	n	0	0	0	0	2012-12-17	IP770	PK	scheme#4 schema#1
2139	14019138	n	0.125	0.125	0.375	0.125	2012-12-17	IP770	PK	sobriety#1 soberness#1
2140	10695333	n	0	0	0	0	2012-12-17	IP770	PK	teamster#1
2141	990319	n	0	0	0	0.125	2012-12-17	IP770	PK	counterpreparation_fire#1
2142	728225	a	0.25	0	0.375	0	2012-12-17	IP770	PK	self-reliant#1 self-directed#1 autonomous#3
2143	2448889	a	0.5	0	0.5	0	2012-12-17	IP770	PK	tender#1
2144	12670172	n	0	0	0	0	2012-12-18	IP617	IT	sarcocephalus#1 genus_sarcocephalus#1
2145	1241927	a	0	0	0	0	2012-12-18	IP617	IT	passing#2 pass#1
2146	2257370	v	0	0	0	0	2012-12-18	IP617	IT	interchange#2 exchange#1 change#7
2147	1693138	v	0	0	0	0	2012-12-18	IP617	IT	charcoal#1
2148	14840583	n	0	0	0	0	2012-12-18	IP617	IT	elastomer#1
2149	2024716	v	0	0	0	0	2012-12-18	IP617	IT	reconvene#1
2150	398978	a	0	0	0	0	2012-12-18	IP617	IT	varicoloured#2 varicolored#2 pied#1 piebald#1 particoloured#1 particolored#1 painted#4 multicoloured#1 multicolour#1 multicolored#1 multicolor#1 multi-coloured#1 multi-colour#1 multi-colored#1 multi-color#1 motley#2 calico#2
2151	11339905	n	0	0	0	0	2012-12-18	IP617	IT	thompson#1 homer_thompson#1 homer_armstrong_thompson#1 homer_a._thompson#1
2152	11404666	n	0.25	0	0.25	0	2012-12-18	IP617	IT	zaharias#1 mildred_ella_didrikson_zaharias#1 mildred_ella_didrikson#1 didrikson#1 babe_zaharias#1 babe_didrikson#1
2153	10879551	n	0	0	0	0.125	2012-12-18	IP617	IT	gaius_caesar#1 gaius#1 caligula#1
2154	382074	a	0	0	0	0	2012-12-18	IP617	IT	reddish-violet#1 red-violet#1
2155	1077158	a	0.125	0.75	0.125	0.75	2012-12-18	IP617	IT	scowling#1 beetle-browed#1
2156	3097826	a	0	0	0	0	2012-12-18	IP617	IT	pectic#1
2157	8715110	n	0	0	0	0	2012-12-18	IP617	IT	southeast_asia#1
2158	7029682	n	0	0	0	0	2012-12-19	IP771	NL	motive#2 motif#2
2159	10927824	n	0	0	0	0	2012-12-20	IP772	IT	general_de_gaulle#1 general_charles_de_gaulle#1 de_gaulle#1 charles_de_gaulle#1 charles_andre_joseph_marie_de_gaulle#1
2160	1636984	n	0	0	0	0	2012-12-20	IP772	IT	genus_aneides#1 aneides#1
2161	12686877	n	0	0	0	0	2012-12-20	IP773	JP	sticky_geranium#1 geranium_viscosissimum#1
2162	2258065	n	0	0	1	0	2012-12-20	IP774	IN	philaenus#1 genus_philaenus#1
2163	6570963	n	0	0	0.5	0	2012-12-24	IP775	TH	binary_program#1 binary#2
2164	10161363	n	0	0	0.375	0	2012-12-24	IP775	TH	reaper#1 harvester#1
2165	10161363	n	0	0	0	0	2012-12-24	IP775	TH	reaper#1 harvester#1
2166	10161363	n	0	0	0.375	0	2012-12-24	IP775	TH	reaper#1 harvester#1
2167	8327616	n	0	0	0	0	2012-12-24	IP775	TH	symposium#1
2168	1748906	n	0	0	0	0.375	2012-12-24	IP775	TH	ophiophagus_hannah#1 naja_hannah#1 king_cobra#1 hamadryad#2
2169	6054700	n	0	0	0	0	2012-12-24	IP775	TH	otology#1
2170	1123148	a	0.75	0	1	0	2012-12-27	IP776	KR	good#1
2171	39824	v	0	0	0	0	2012-12-31	IP777	IN	perm#1
2172	1825671	a	0.25	0	0.25	0	2013-01-02	IP778	IN	powerful#1
2173	14953674	n	0	0	0	0	2013-01-05	IP779	xx	molybdenum_steel#1
2174	5868954	n	0	0	0	0	2013-01-05	IP779	xx	ingredient#2 factor#2 element#1 constituent#5 component#1
2175	14498972	n	0	0.625	0	0.625	2013-01-06	IP780	CN	sootiness#1 smuttiness#1
2176	12432356	n	0	0	0	0	2013-01-06	IP780	CN	wild_leek#2 levant_garlic#1 kurrat#1 allium_ampeloprasum#1
2177	7002599	n	0	0	0	0	2013-01-08	IP781	xx	profile#1
2178	14959472	n	0	0	0	0	2013-01-08	IP782	IL	animal_fibre#1 animal_fiber#1
2179	97577	a	0	0.25	0.25	0.5	2013-01-11	IP783	SG	fallen#4
2180	3028079	n	0	0	1	0	2013-01-11	IP783	SG	church_building#1 church#2
2181	2169267	a	0	0	0.625	0.125	2013-01-12	IP784	DZ	five-needled#1
2182	721838	a	0	0.875	0.625	0.375	2013-01-12	IP784	DZ	positive#6 irrefutable#1 incontrovertible#1
2183	14582535	n	0	0	0.625	0	2013-01-12	IP784	DZ	antimatter#1
2184	7093895	n	0	0	0.625	0	2013-01-12	IP784	DZ	rhythmic_pattern#1 prosody#2 poetic_rhythm#1
2185	2415577	n	0	0	0.625	0	2013-01-12	IP784	DZ	rocky_mountain_sheep#1 rocky_mountain_bighorn#1 ovis_canadensis#1 cimarron#2 bighorn_sheep#1 bighorn#2
2186	2522866	n	0	0	0	0.375	2013-01-14	IP785	SG	pacific_cod#1 gadus_macrocephalus#1 alaska_cod#1
2187	14140391	n	0	0.625	0	0.625	2013-01-16	IP786	CN	pott&#039;s_disease#1
2188	12184095	n	0	0	0	0	2013-01-16	IP786	CN	waxmallow#1 wax_mallow#1 sleeping_hibiscus#1
2189	6301012	n	0	0	0	0	2013-01-17	IP787	HK	beatitude#2
2190	3439064	n	0	0	0.625	0	2013-01-17	IP420	IN	glasswork#1 glassware#1
2191	6493158	n	0	0	0.5	0.375	2013-01-18	IP785	SG	masthead#1 flag#2
2192	466712	n	0	0	0	0	2013-01-18	IP785	SG	miniature_golf#1
2193	703236	n	0	0	0.875	0	2013-01-18	IP788	xx	client-centered_therapy#1
2194	703236	n	0	0	0.875	0	2013-01-18	IP788	xx	client-centered_therapy#1
2195	13859925	n	0	0	0.875	0	2013-01-18	IP789	ES	gravity_gradient#1
2196	6572011	n	0	0	0.75	0	2013-01-18	IP789	ES	natural_language_processor#1 natural_language_processing_application#1
2197	13479380	n	0	0	0	0	2013-01-20	IP790	xx	feedback#1
2198	6643883	n	0	0	0	0	2013-01-20	IP790	xx	genetic_fingerprint#1 dna_fingerprint#1
2199	9602828	n	0	0	0	0	2013-01-20	IP791	GB	peter_pan#2
2200	7350192	n	0	0	0	0	2013-01-20	IP792	CZ	repercussion#2 recoil#2 rebound#1 backlash#1
2201	426958	v	0	0.5	0	0.625	2013-01-20	IP792	CZ	vanish#1 go_away#4 disappear#1
2202	10371052	n	0.125	0	0.875	0	2013-01-21	IP793	GB	offeror#1 offerer#1
2203	5189591	n	0	0.5	0.375	0.625	2013-01-22	IP794	MY	right_of_privacy#1
2204	434354	r	0.375	0	0.125	0.75	2013-01-22	IP794	MY	provokingly#1 provocatively#1
2205	476819	a	0	0.75	1	0	2013-01-22	IP795	IN	comfy#1 comfortable#1
2206	935103	a	0	0	0.5	0.5	2013-01-22	IP795	IN	low-priced#1 low-cost#1 affordable#1
2207	86528	r	0	0	0.625	0.375	2013-01-22	IP795	IN	quicker#1 faster#1
2208	5620294	n	0	0.125	0.25	0	2013-01-22	IP318	IT	precocity#1 precociousness#1
2209	2570643	a	0.625	0	0.25	0.625	2013-01-22	IP318	IT	ridiculous#2 preposterous#1 nonsensical#1 ludicrous#2 laughable#1 idiotic#2 derisory#1 cockeyed#2 absurd#2
2210	319534	a	0	0	0	0	2013-01-22	IP318	IT	caudated#1 caudate#1
2211	10151367	n	0	0	0	0	2013-01-22	IP318	IT	guestworker#1 guest_worker#1
2212	313633	r	0	0	0	0.625	2013-01-22	IP318	IT	shamefully#1 ingloriously#1 ignominiously#1 dishonourably#1 dishonorably#3 disgracefully#1 discreditably#1
2213	582388	n	0	0	0	0	2013-01-22	IP318	IT	occupation#1 line_of_work#1 line#19 job#1 business#3
2214	7892813	n	0	0	0	0	2013-01-22	IP796	IN	white_wine#1
2215	5688486	n	0	0.25	0	0	2013-01-23	IP797	xx	facer#1
2216	2386612	a	0.125	0.75	0.125	0.75	2013-01-23	IP798	AT	short#3 little#6
2217	5105265	n	0	0	0	0	2013-01-23	IP799	BR	spaciousness#1 roominess#2 commodiousness#1 capaciousness#2
2218	2603319	a	0	0	0	0.5	2013-01-24	IP800	DE	adamantine#1
2219	1698271	v	0	0	0	0	2013-01-24	IP801	ES	write#1 pen#1 indite#1 compose#3
2220	13248393	n	0	0	0	0	2013-01-25	IP802	DE	rental#1 letting#1 lease#1
2221	3210372	n	0	0	0	0	2013-01-25	IP803	EG	dispatch_case#1 dispatch_box#1
2222	2279127	n	0	0	0	0	2013-01-25	IP803	EG	inachis#1 genus_inachis#1
2223	4694809	n	0.25	0	0.25	0	2013-01-25	IP804	DE	splotch#1 splodge#1 blotch#1
2224	13850304	n	0	0.25	0	0.25	2013-01-26	IP805	GB	scale_of_measurement#1 scale#1 ordered_series#1 graduated_table#1
2225	1187620	n	0	0	0	0	2013-01-26	IP805	GB	naturalization#2 naturalisation#2
2226	12122918	n	0	0	0	0	2013-01-26	IP805	GB	holcus_mollis#1 creeping_soft_grass#1
2227	3842377	n	0	0	0	0	2013-01-26	IP805	GB	off-line_equipment#1 auxiliary_equipment#1
2228	572285	n	0	0	0	0	2013-01-26	IP805	GB	hooking#1 hook#6 draw#6
2229	12433081	n	0	0	0	0	2013-01-26	IP805	GB	onion#1
2230	601032	a	0	0.625	0	0.625	2013-01-26	IP805	GB	rampant#1
2231	10119351	n	0	0	0	0	2013-01-26	IP805	GB	gamekeeper#1 game_warden#1
2232	11340146	n	0	0	0	0	2013-01-26	IP805	GB	thomson#4 sir_joseph_john_thomson#1 joseph_john_thomson#1
2233	8301005	n	0	0	0	0	2013-01-26	IP805	GB	international_civil_aviation_organization#1 icao#1
2234	8372847	n	0	0	0	0	2013-01-26	IP805	GB	twelve_tribes_of_israel#1 tribes_of_israel#1
2235	8390731	n	0	0	0	0	2013-01-26	IP805	GB	militia#2
2236	5693383	n	0	0	0	0	2013-01-26	IP805	GB	imprint#1
2237	10987044	n	0	0	0	0	2013-01-26	IP805	GB	thomas_gainsborough#1 gainsborough#1
2238	541460	a	0	0	0	0	2013-01-26	IP805	GB	spread-out#1 fanned#1
2239	9395763	n	0	0	0	0	2013-01-26	IP805	GB	pleiades#2
2240	7097346	n	0	0	0.5	0	2013-01-26	IP806	PH	vowel_rhyme#1 assonance#1
2241	9191875	n	0	0	0	0	2013-01-26	IP807	PH	alabama_river#1 alabama#3
2242	10252674	n	0	0.375	0	0.625	2013-01-27	IP808	IT	sponger#2 sponge#3 parasite#2 leech#2
2243	2699524	a	0	0	1	0	2013-01-27	IP808	IT	collegiate#1 collegial#2
2244	4466386	n	0	0	0	0	2013-01-27	IP808	IT	traffic_lane#1
2245	3019709	a	0	0	0	0	2013-01-28	IP809	ES	mitral#2
2246	10107173	n	0.125	0.25	0	0	2013-01-28	IP809	ES	foster_son#1 foster-son#1
2247	2054310	a	0	0	0.5	0	2013-01-28	IP809	ES	sanctified#1 sacred#3 consecrated#2
2248	9304750	n	0	0	0.125	0	2013-01-28	IP809	ES	hollow#3 hole#5
2249	9878921	n	0	0	0.5	0	2013-01-28	IP809	ES	bull#6
2250	9337833	n	0	0	0	0	2013-01-28	IP810	xx	leo#2
2251	4000480	n	0	0.5	0.875	0	2013-01-28	IP811	IN	press#6
2252	14082303	n	0	0	0	0	2013-01-28	IP812	GB	stroke#3 cva#1 cerebrovascular_accident#1 apoplexy#1
2253	6658545	n	0	0	0	1	2013-01-28	IP813	xx	perestroika#1
2254	9252766	n	0	0	0	0	2013-01-29	IP814	JP	lake_constance#1 constance#1 bodensee#1
2255	2907985	n	0	0	0	0	2013-01-29	IP815	GR	brown_university#1 brown#4
2256	13372403	n	0	0	0	0	2013-01-29	IP815	GR	pearl#1
2257	7398873	n	0	0	0	0	2013-01-29	IP815	GR	twang#1
2258	13372403	n	0	0	0	0	2013-01-29	IP815	GR	pearl#1
2259	14029405	n	0	0.375	0	0.375	2013-01-29	IP816	xx	spinal_anesthesia#1 spinal_anaesthesia#1 spinal#1
2260	12604845	n	0	0	0	0	2013-01-29	IP816	xx	rumex_scutatus#1 garden_sorrel#1 french_sorrel#1
2261	5666176	n	0	0	0.75	0.125	2013-01-29	IP817	DE	terminal_emulation#1
2262	9560196	n	0	0	0	0	2013-01-30	IP818	xx	daedalus#1 daedal#1
2263	5879204	n	0	0	0	0	2013-01-30	IP818	xx	hubble_law#1 hubble&#039;s_law#1
2264	14971022	n	0	0	0	0	2013-01-30	IP818	xx	oxalic_acid#1 ethanedioic_acid#1
2265	3472535	n	0	0	0	0	2013-01-30	IP819	IR	tennis_shoe#1 sneaker#1 gym_shoe#1
2266	13747725	n	0	0	0	0	2013-01-30	IP819	IR	xvii#1 seventeen#1 17#1
2267	2519292	a	0	0.125	0	0.125	2013-01-30	IP820	GB	broody#1
2268	9331535	n	0.125	0	0.125	0	2013-01-30	IP820	GB	lake_huron#1 huron#1
2269	11377712	n	0	0	0	0	2013-01-30	IP821	xx	wayne#1 john_wayne#1 duke_wayne#1
2270	2574271	n	0	0	0	0	2013-01-31	IP822	xx	sergeant_fish#1 rachycentron_canadum#1 cobia#1
2271	5821246	n	0	0.625	0	0.625	2013-01-31	IP822	xx	exception#2
2272	1562891	v	0	0	0	0.125	2013-01-31	IP823	xx	ditch#5
2273	1248075	n	0.25	0.375	0.25	0.5	2013-01-31	IP823	xx	stupidity#2 imbecility#2 foolishness#3 folly#2 betise#1
2274	329336	r	0.125	0	0.125	0	2013-01-31	IP824	xx	enterprisingly#1
2275	969333	a	0.375	0.375	0.25	0.5	2013-01-31	IP824	xx	other#4
2276	11317519	n	0	0	0	0	2013-01-31	IP824	xx	stevens#1 stanley_smith_stevens#1 smitty_stevens#1 s._smith_stevens#1
2277	751944	n	0	0	0	0.125	2013-01-31	IP824	xx	prevarication#3 lying#1 fabrication#5
2278	455668	r	0	0	0	0	2013-01-31	IP824	xx	sixthly#1
2279	106503	r	0.5	0	0.5	0	2013-01-31	IP824	xx	responsibly#1
2280	8463063	n	0	0	0	0	2013-01-31	IP824	xx	post#8 mail#4
2281	10375214	n	0	0	0	0	2013-01-31	IP824	xx	old_man#2 old_boy#1
2282	379588	n	0	0	0	0	2013-02-01	IP825	TH	grafting#1 graft#3
2283	8702402	n	0	0	0	0	2013-02-01	IP825	TH	south_american_nation#1 south_american_country#1
2284	2888898	n	0	0	0	0	2013-02-01	IP825	TH	pricker#2 bradawl#1
2285	12866333	n	0	0	0	0	2013-02-01	IP825	TH	salvia_spathacea#1 pitcher_sage#1
2286	3918737	n	0	0	0	0	2013-02-01	IP825	TH	personal_organizer#1 personal_organiser#1 personal_digital_assistant#1 pda#1 organizer#3 organiser#3
2287	4352070	n	0.375	0	0.125	0	2013-02-01	IP825	TH	sulpha#1 sulfonamide#1 sulfa_drug#1 sulfa#1
2288	1679339	v	0	0	0.125	0	2013-02-01	IP825	TH	dress_ship#1
2289	5641089	n	0	0	0.125	0	2013-02-01	IP825	TH	professionalism#1
2290	329396	a	0	0.625	0	0.625	2013-02-01	IP825	TH	porous#2 poriferous#1
2291	605498	v	0.125	0	0.125	0.25	2013-02-01	IP825	TH	infect#4
2292	2843684	n	0	0	0	0	2013-02-01	IP825	TH	birdhouse#1
2293	252499	r	0	0	0	0	2013-02-01	IP825	TH	ex_officio#1 by_right_of_office#1
2294	8031020	n	0	0	0	0	2013-02-01	IP825	TH	let#1 lashkar-e-toiba#1 lashkar-e-tayyiba#1 lashkar-e-taiba#1 army_of_the_righteous#1 army_of_the_pure#1
2295	12479066	n	0	0	0	0	2013-02-01	IP825	TH	subfamily_dracenaceae#1 subfamily_dracaenaceae#1 dracenaceae#1 dracaenaceae#1
2296	9863936	n	0	0	0	0	2013-02-01	IP825	TH	bolshevist#1 bolshevik#2
2297	11382112	n	0	0	0	0	2013-02-01	IP825	TH	west#7 benjamin_west#1
2298	10070942	n	0.125	0.125	0.25	0.125	2013-02-01	IP825	TH	flasher#1 exhibitionist#1
2299	11114637	n	0	0	0.625	0.125	2013-02-01	IP826	ES	la_fontaine#1 jean_de_la_fontaine#1
2300	11114637	n	0	0	0.625	0.125	2013-02-01	IP826	ES	la_fontaine#1 jean_de_la_fontaine#1
2301	423028	n	0	0	0	0.75	2013-02-01	IP826	ES	kia_quen#1
2302	4773761	n	0	0	0.125	0	2013-02-01	IP826	ES	motility#1
2303	2564935	n	0	0	0	0	2013-02-02	IP827	xx	spotted_black_bass#1 micropterus_pseudoplites#1 kentucky_black_bass#1
2304	2410141	n	0	0	0	0	2013-02-02	IP828	PT	mithan#1 gayal#1 bibos_frontalis#1
2305	9258715	n	0.125	0	0.5	0	2013-02-03	IP829	IN	scissure#1 fissure#2 crevice#2 crack#1 cleft#2
2306	840103	a	0.125	0	0.75	0	2013-02-03	IP829	IN	cost-efficient#1 cost-effective#1
2307	12927494	n	0	0	0	0	2013-02-03	IP830	xx	varnish_tree#1 candlenut#1 aleurites_moluccana#1
2308	1019643	v	0.5	0	0.5	0	2013-02-04	IP831	IN	tell#6 assure#2
2309	5514272	n	0	0	0	0	2013-02-05	IP832	ID	pudendum#1
2310	1336159	v	0	0	0	0	2013-02-05	IP833	xx	plank_over#1 plank#1
2311	11123590	n	0	0	0	0	2013-02-05	IP833	xx	robert_edward_lee#1 robert_e._lee#1 lee#7
2312	8780380	n	0	0	0	0	2013-02-05	IP833	xx	tampere#1 tammerfors#1
2313	9785786	n	0	0	0	0	2013-02-05	IP833	xx	alsatian#1
2314	11951052	n	0	0	1	0	2013-02-05	IP833	xx	tong_ho#1 shun_giku#1 chrysanthemum_coronarium_spatiosum#1 chop-suey_greens#1
2315	5936381	n	0	0	0	0	2013-02-05	IP833	xx	visualization#1 visualisation#1 visual_image#1
2316	11356822	n	0	0	0	0	2013-02-05	IP833	xx	urban_v#1 guillaume_de_grimoard#1
2317	3045698	n	0	0	0	0	2013-02-05	IP833	xx	cloak#1
2318	15229974	n	0	0	0	0	2013-02-05	IP833	xx	sext#1
2319	14622768	n	0	0	0	0	2013-02-05	IP833	xx	benzoyl_radical#1 benzoyl_group#1
2320	9675045	n	0	0	0	0	2013-02-05	IP834	GB	kui#1
2321	683127	v	0.125	0	0.125	0	2013-02-05	IP834	GB	bethink#2
2322	2381609	n	0	0	0	0	2013-02-05	IP834	GB	tarpan#1 equus_caballus_gomelini#1
2323	1135529	n	0	0	0	0	2013-02-05	IP835	RO	supervision#1 supervising#1 superintendence#1 oversight#2
2324	8032023	n	0	0	0	0	2013-02-05	IP836	IN	world_tamil_movement#1 world_tamil_association#1 tigers#1 tamil_tigers#1 ltte#1 liberation_tigers_of_tamil_eelam#1
2325	10513623	n	0	0	0.75	0	2013-02-06	IP837	xx	redeemer#2
2326	59669	a	0	0.125	0.625	0.125	2013-02-06	IP837	xx	wainscoted#1 paneled#1
2327	6883274	n	0	0	0	0	2013-02-06	IP837	xx	paschal_lamb#1 agnus_dei#1
2328	13940311	n	0	0	0.75	0	2013-02-06	IP837	xx	ladder#2
2329	7865196	n	0	0	0.375	0.25	2013-02-06	IP838	IN	chop_suey#1
2330	7452841	n	0.25	0	0.25	0	2013-02-06	IP838	IN	memorialization#1 memorialisation#1 commemoration#1
2331	12713063	n	0	0	0.125	0.5	2013-02-06	IP838	IN	kumquat_tree#1 kumquat#1 cumquat#1
2332	761713	v	0	0	0	0	2013-02-06	IP839	IN	talk_terms#1 negotiate#1 negociate#6
2333	124353	a	0	0	1	0	2013-02-07	IP840	TH	marine#5
2334	2482425	v	0	0.625	0	1	2013-02-07	IP841	IT	slay#1 remove#7 polish_off#2 off#1 murder#1 hit#11 dispatch#3 bump_off#1
